"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"the entire movie is about a boring , sad man being boring and sad . ","the entire movie is about a boring , sad man being boring and sad . ",0.558833122253418,0.558833122253418,1,1,0,1,"Skipped"
"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ","this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0.9727877974510193,0.9727877974510193,1,1,0,1,"Skipped"
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0.91948401927948,0.91948401927948,1,1,0,1,"Skipped"
"the [[best]] revenge may just be living well because this film , [[unlike]] other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","the [[terrible]] revenge may just be living well because this film , [[by]] other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",0.10985565185546875,0.5614199638366699,1,0,1,65,"Successful"
"the movie [[understands]] [[like]] few others how the depth and breadth of emotional intimacy give the physical act all of its [[meaning]] and most of its pleasure . ","the movie [[exhibits]] [[into]] few others how the depth and breadth of emotional intimacy give the physical act all of its [[purpose]] and most of its pleasure . ",0.0003872513771057129,0.9496093988418579,1,0,1,67,"Successful"
"once ( kim ) [[begins]] to overplay the shock tactics and bait-and-tackle metaphors , you [[may]] decide it 's too high a [[price]] to pay for a shimmering picture postcard . ","once ( kim ) [[manages]] to overplay the shock tactics and bait-and-tackle metaphors , you [[might]] decide it 's too high a [[cost]] to pay for a shimmering picture postcard . ",0.11332535743713379,0.8783947825431824,0,1,0,62,"Successful"
"all that 's missing is the spontaneity , originality and delight . ","all that 's missing is the spontaneity , originality and delight . ",0.9999886751174927,0.9999886751174927,1,1,0,1,"Skipped"
"what the film lacks in [[general]] focus it makes up for in compassion , as corcuera [[manages]] to find the seeds of hope in the [[form]] of collective action . ","what the film lacks in [[direct]] focus it makes up for in compassion , as corcuera [[fails]] to find the seeds of hope in the [[wake]] of collective action . ",0.007908821105957031,0.6892321109771729,1,0,1,80,"Successful"
"the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with [[poignancy]] . ","the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with [[action]] . ",0.0015500783920288086,0.059479594230651855,1,1,1,16,"Failed"
"my [[reaction]] in a word : disappointment . ","my [[favorite]] in a word : disappointment . ",0.4680553078651428,0.9955777525901794,0,1,0,51,"Successful"
"a psychological thriller with a [[genuinely]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","a psychological thriller with a [[seemingly]] spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",0.0022458434104919434,0.6774200201034546,1,0,1,58,"Successful"
"[[corny]] , schmaltzy and predictable , but still manages to be kind of [[heartwarming]] , nonetheless . ","[[tired]] , schmaltzy and predictable , but still manages to be kind of [[awkward]] , nonetheless . ",0.0464247465133667,0.8990346789360046,1,0,1,38,"Successful"
"nothing 's at stake , just a twisty [[double-cross]] you can smell a mile away -- still , the derivative nine queens is lots of [[fun]] . ","nothing 's at stake , just a twisty [[thing]] you can smell a mile away -- still , the derivative nine queens is lots of [[time]] . ",0.07612121105194092,0.7658091187477112,1,0,1,23,"Successful"
"far more [[imaginative]] and ambitious than the trivial , cash-in features nickelodeon has [[made]] from its other animated tv [[series]] . ","far more [[serious]] and ambitious than the trivial , cash-in features nickelodeon has [[garnered]] from its other animated tv [[program]] . ",0.006783187389373779,0.057529985904693604,1,1,1,58,"Failed"
"of course , by more objective measurements it 's still quite bad . ","of course , by more objective measurements it 's still quite bad . ",0.9980999231338501,0.9980999231338501,1,1,0,1,"Skipped"
"as the two leads , lathan and diggs are [[charming]] and have chemistry both as friends and [[lovers]] . ","as the two leads , lathan and diggs are [[reconciled]] and have chemistry both as friends and [[lover]] . ",4.303455352783203e-05,0.03340524435043335,1,1,1,15,"Failed"
"it [[provides]] an honest look at a community striving to anchor itself in new grounds . ","it [[contains]] an honest look at a community striving to anchor itself in new grounds . ",0.00024276971817016602,0.02397531270980835,1,1,1,36,"Failed"
"this movie seems to have been written using mad-libs . ","this movie seems to have been written using mad-libs . ",0.8364987373352051,0.8364987373352051,1,1,0,1,"Skipped"
"reign of fire looks as if it was made without much thought -- and is best watched that way . ","reign of fire looks as if it was made without much thought -- and is best watched that way . ",0.7076072692871094,0.7076072692871094,0,0,1,1,"Skipped"
"martin and barbara are complex [[characters]] -- sometimes tender , sometimes angry -- and the delicate [[performances]] by sven wollter and viveka seldahl make their hopes and frustrations [[vivid]] . ","martin and barbara are complex [[adults]] -- sometimes tender , sometimes angry -- and the delicate [[appearances]] by sven wollter and viveka seldahl make their hopes and frustrations [[apparent]] . ",0.0026464462280273438,0.33060383796691895,1,1,1,59,"Failed"
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0.9992350935935974,0.9992350935935974,1,1,0,1,"Skipped"
"i 'd have to say the star and director are the big [[problems]] here . ","i 'd have to say the star and director are the big [[players]] here . ",0.13010436296463013,0.9994679093360901,0,1,0,53,"Successful"
"affleck and jackson are [[good]] sparring partners . ","affleck and jackson are [[future]] sparring partners . ",0.2976173162460327,0.9799714684486389,1,0,1,28,"Successful"
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the [[power]] of this movie . ","whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the [[reality]] of this movie . ",0.0009306073188781738,0.9407832026481628,1,0,1,28,"Successful"
"not since [[japanese]] filmmaker akira kurosawa 's ran have the [[savagery]] of combat and the specter of death been visualized with such [[operatic]] grandeur . ","not since [[late]] filmmaker akira kurosawa 's ran have the [[effects]] of combat and the specter of death been visualized with such [[apparent]] grandeur . ",0.0003839731216430664,0.5043094158172607,1,0,1,64,"Successful"
"a by-the-numbers effort that wo n't do much to enhance the franchise . ","a by-the-numbers effort that wo n't do much to enhance the franchise . ",0.7635349035263062,0.7635349035263062,1,1,0,1,"Skipped"
"an occasionally funny , but overall limp , fish-out-of-water story . ","an occasionally funny , but overall limp , fish-out-of-water story . ",0.9295470714569092,0.9295470714569092,1,1,0,1,"Skipped"
"brilliantly [[explores]] the conflict between following one 's heart and following the demands of tradition . ","brilliantly [[explored]] the conflict between following one 's heart and following the demands of tradition . ",0.00047516822814941406,0.0007867813110351562,1,1,1,13,"Failed"
"despite the 2-d animation , the wild thornberrys movie [[makes]] for a surprisingly cinematic experience . ","despite the 2-d animation , the wild thornberrys movie [[played]] for a surprisingly cinematic experience . ",0.23228126764297485,0.8725552558898926,1,0,1,60,"Successful"
"it [[appears]] that something has been lost in the translation to the screen . ","it [[adds]] that something has been lost in the translation to the screen . ",0.0021352171897888184,0.9699920415878296,0,1,0,55,"Successful"
"it all [[feels]] [[like]] a monty python sketch gone horribly wrong . ","it all [[continues]] [[with]] a monty python sketch gone horribly wrong . ",0.16691213846206665,0.8099645376205444,0,1,0,75,"Successful"
"the film tunes into a grief that could lead a man across [[centuries]] . ","the film tunes into a grief that could lead a man across [[country]] . ",0.0015181899070739746,0.8784981966018677,1,0,1,55,"Successful"
"dazzles with its fully-written characters , its determined stylishness ( which [[always]] relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles with its fully-written characters , its determined stylishness ( which [[mostly]] relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",0.18990445137023926,0.9301785230636597,1,0,1,59,"Successful"
"it 's a work by an [[artist]] so in control of both his medium and his message that he can improvise [[like]] a jazzman . ","it 's a work by an [[artists]] so in control of both his medium and his message that he can improvise [[beyond]] a jazzman . ",0.0031801462173461914,0.5586731433868408,1,0,1,36,"Successful"
"it 's the chemistry between the [[women]] and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[fun]] . ","it 's the chemistry between the [[woman]] and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[appeal]] . ",0.016822755336761475,0.5201362371444702,1,0,1,46,"Successful"
"stealing harvard is evidence that the farrelly [[bros]]. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , [[along]] with green 's [[half-hearted]] movie career . ","stealing harvard is evidence that the farrelly [[mr]]. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , [[as]] with green 's [[actual]] movie career . ",0.07418715953826904,0.133916437625885,0,0,0,46,"Failed"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.8928552865982056,0.8928552865982056,0,0,1,1,"Skipped"
"huston nails both the glad-handing and the choking sense of hollow despair . ","huston nails both the glad-handing and the choking sense of hollow despair . ",0.9333248138427734,0.9333248138427734,0,0,1,1,"Skipped"
"one of the more [[intelligent]] children 's movies to hit theaters this year . ","one of the more [[violent]] children 's movies to hit theaters this year . ",0.2832363247871399,0.9978646636009216,1,0,1,58,"Successful"
"the film [[tries]] too hard to be funny and tries too hard to be hip . ","the film [[turns]] too hard to be funny and tries too hard to be hip . ",0.1592193841934204,0.599364161491394,0,1,0,43,"Successful"
"blanchett 's performance confirms her [[power]] once again . ","blanchett 's performance confirms her [[reputation]] once again . ",1.33514404296875e-05,0.7403819561004639,1,0,1,55,"Successful"
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0.784607470035553,0.784607470035553,1,1,0,1,"Skipped"
"attempts by this ensemble film to impart a message are so [[heavy-handed]] that they instead pummel the audience . ","attempts by this ensemble film to impart a message are so [[overwhelming]] that they instead pummel the audience . ",0.024810969829559326,0.7915036678314209,0,1,0,30,"Successful"
"no one but a convict guilty of some truly heinous crime should have to [[sit]] through the master of disguise . ","no one but a convict guilty of some truly heinous crime should have to [[follow]] through the master of disguise . ",0.020138263702392578,0.3226630687713623,0,0,0,23,"Failed"
"rarely has so much money delivered so little entertainment . ","rarely has so much money delivered so little entertainment . ",0.9688379764556885,0.9688379764556885,1,1,0,1,"Skipped"
"taylor [[appears]] to have blown his entire budget on soundtrack rights and had [[nothing]] [[left]] over for jokes . ","taylor [[felt]] to have blown his entire budget on soundtrack rights and had [[anything]] [[put]] over for jokes . ",0.0014954805374145508,0.19165045022964478,0,0,0,71,"Failed"
"`` the time machine '' is a movie that has no interest in itself . ","`` the time machine '' is a movie that has no interest in itself . ",0.5836117267608643,0.5836117267608643,1,1,0,1,"Skipped"
"a rarity among recent iranian [[films]] : it 's a comedy full of [[gentle]] humor that chides the [[absurdity]] of its protagonist 's plight . ","a rarity among recent iranian [[film]] : it 's a comedy full of [[bad]] humor that chides the [[subject]] of its protagonist 's plight . ",0.019353628158569336,0.2946937680244446,1,1,1,53,"Failed"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0.9982553720474243,0.9982553720474243,1,1,0,1,"Skipped"
"the very definition of the ` small ' [[movie]] , but it is a good stepping stone for director sprecher . ","the very definition of the ` small ' [[film]] , but it is a good stepping stone for director sprecher . ",0.0014882683753967285,0.0015662312507629395,1,1,1,13,"Failed"
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.731232762336731,0.731232762336731,1,1,0,1,"Skipped"
"chilling , well-acted , and [[finely]] directed : david jacobson 's dahmer . ","chilling , well-acted , and [[poorly]] directed : david jacobson 's dahmer . ",0.04516679048538208,0.6026169061660767,1,0,1,52,"Successful"
"it ca n't [[decide]] if it wants to be a mystery/thriller , a romance or a comedy . ","it ca n't [[see]] if it wants to be a mystery/thriller , a romance or a comedy . ",0.020476818084716797,0.7363512516021729,0,1,0,15,"Successful"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0.9979920983314514,0.9979920983314514,1,1,0,1,"Skipped"
"a coda in every sense , the pinochet case splits time between a [[minute-by-minute]] [[account]] of the british court 's extradition chess [[game]] and the regime 's talking-head survivors . ","a coda in every sense , the pinochet case splits time between a [[critical]] [[section]] of the british court 's extradition chess [[contest]] and the regime 's talking-head survivors . ",0.0013057589530944824,0.3163372874259949,1,1,1,118,"Failed"
"it 's [[played]] in the most straight-faced fashion , with little humor to lighten things up . ","it 's [[performed]] in the most straight-faced fashion , with little humor to lighten things up . ",0.17815369367599487,0.9959676861763,0,1,0,15,"Successful"
"a dumb movie with [[dumb]] characters doing dumb [[things]] and you have to be really dumb not to see where this is going . ","a dumb movie with [[funny]] characters doing dumb [[ones]] and you have to be really dumb not to see where this is going . ",0.002627253532409668,0.03339344263076782,0,0,0,29,"Failed"
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0.9364194273948669,0.9364194273948669,1,1,0,1,"Skipped"
"dense with characters and contains some thrilling [[moments]] . ","dense with characters and contains some thrilling [[plots]] . ",0.4317379593849182,0.9939367175102234,1,0,1,54,"Successful"
"as [[unseemly]] as its title suggests . ","as [[quickly]] as its title suggests . ",0.023454010486602783,0.9996935129165649,1,0,1,21,"Successful"
"it 's like watching a [[nightmare]] made flesh . ","it 's like watching a [[portrait]] made flesh . ",0.17963451147079468,0.9999579787254333,0,1,0,54,"Successful"
"[[minority]] [[report]] is exactly what the title indicates , a report . ","[[book]] [[v]] is exactly what the title indicates , a report . ",0.001378178596496582,0.528213381767273,1,0,1,37,"Successful"
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0.7572207450866699,0.7572207450866699,1,1,0,1,"Skipped"
"an entertaining , colorful , action-filled crime story with an intimate [[heart]] . ","an entertaining , colorful , action-filled crime story with an intimate [[beginning]] . ",0.025619447231292725,0.6469687223434448,1,0,1,57,"Successful"
"for this reason and this reason only -- the [[power]] of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this reason and this reason only -- the [[sake]] of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",0.019371747970581055,0.7682656049728394,1,0,1,28,"Successful"
"it just may inspire a few [[younger]] moviegoers to [[read]] stevenson 's book , which is a treasure in and of itself . ","it just may inspire a few [[older]] moviegoers to [[see]] stevenson 's book , which is a treasure in and of itself . ",0.0008461475372314453,0.3789225220680237,1,1,1,12,"Failed"
"[[basically]] a static series of semi-improvised ( and semi-coherent ) raps between the stars . ","[[usually]] a static series of semi-improvised ( and semi-coherent ) raps between the stars . ",0.08850729465484619,0.9883747100830078,0,1,0,18,"Successful"
"... with `` the bourne identity '' we return to the more [[traditional]] action genre . ","... with `` the bourne identity '' we return to the more [[violent]] action genre . ",0.005333304405212402,0.9863910675048828,1,0,1,57,"Successful"
"it 's so good that its relentless , polished [[wit]] can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","it 's so good that its relentless , polished [[content]] can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",0.22185909748077393,0.5215962529182434,1,0,1,29,"Successful"
"chokes on its own depiction of upper-crust decorum . ","chokes on its own depiction of upper-crust decorum . ",0.9570508599281311,0.9570508599281311,1,1,0,1,"Skipped"
"while there 's something intrinsically funny about sir anthony hopkins [[saying]] ` get in the car , bitch , ' this jerry bruckheimer production has little else to [[offer]] ","while there 's something intrinsically funny about sir anthony hopkins [[speaking]] ` get in the car , bitch , ' this jerry bruckheimer production has little else to [[say]] ",0.0018889904022216797,0.6844757199287415,1,0,1,65,"Successful"
"a [[rewarding]] [[work]] of art for only the most patient and challenge-hungry moviegoers . ","a [[grand]] [[school]] of art for only the most patient and challenge-hungry moviegoers . ",0.0004639625549316406,0.9948316216468811,1,0,1,104,"Successful"
"directed in a paint-by-numbers manner . ","directed in a paint-by-numbers manner . ",0.9998025298118591,0.9998025298118591,1,1,0,1,"Skipped"
"k-19 exploits our substantial [[collective]] fear of nuclear holocaust to generate cheap hollywood tension . ","k-19 exploits our substantial [[private]] fear of nuclear holocaust to generate cheap hollywood tension . ",0.04353517293930054,0.9249983429908752,0,1,0,50,"Successful"
"at its best , queen is campy [[fun]] like the vincent price horror classics of the '60s . ","at its best , queen is campy [[kinda]] like the vincent price horror classics of the '60s . ",0.04023480415344238,0.75185227394104,1,0,1,38,"Successful"
"it 's a [[much]] more emotional [[journey]] than what shyamalan has [[given]] us in his past two [[movies]] , and gibson , stepping in for bruce willis , is the [[perfect]] actor to [[take]] us on the trip . ","it 's a [[totally]] more emotional [[trip]] than what shyamalan has [[got]] us in his past two [[films]] , and gibson , stepping in for bruce willis , is the [[only]] actor to [[get]] us on the trip . ",0.0027849674224853516,0.06909698247909546,1,1,1,71,"Failed"
"the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ","the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ",0.9801477789878845,0.9801477789878845,0,0,1,1,"Skipped"
"[[cool]] ? ","[[wait]] ? ",0.02616184949874878,0.9974299073219299,1,0,1,21,"Successful"
"deliriously funny , fast and loose , [[accessible]] to the uninitiated , and full of surprises ","deliriously funny , fast and loose , [[nasty]] to the uninitiated , and full of surprises ",0.09223318099975586,0.6878267526626587,1,0,1,26,"Successful"
"even with a green mohawk and a sheet of fire-red [[flame]] tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohawk and a sheet of fire-red [[burn]] tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0.3448917269706726,0.9591517448425293,0,1,0,17,"Successful"
"the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ","the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ",0.9993674159049988,0.9993674159049988,1,1,0,1,"Skipped"
"at a [[time]] when half the [[so-called]] real movies are little more than live-action cartoons , it 's [[refreshing]] to [[see]] a cartoon that knows what it is , and knows the form 's history . ","at a [[situation]] when half the [[real]] real movies are little more than live-action cartoons , it 's [[interesting]] to [[pick]] a cartoon that knows what it is , and knows the form 's history . ",0.002915799617767334,0.4032391905784607,1,1,1,86,"Failed"
"the old-world - meets-new mesh is [[incarnated]] in the [[movie]] 's soundtrack , a joyful effusion of disco bollywood that , by the [[end]] of monsoon wedding , sent my spirit soaring out of the theater . ","the old-world - meets-new mesh is [[presented]] in the [[film]] 's soundtrack , a joyful effusion of disco bollywood that , by the [[exception]] of monsoon wedding , sent my spirit soaring out of the theater . ",0.004845142364501953,0.20516759157180786,1,1,1,79,"Failed"
"[[jones]] ... does offer a brutal [[form]] of charisma . ","[[life]] ... does offer a brutal [[sort]] of charisma . ",0.0001049041748046875,0.975495457649231,1,0,1,71,"Successful"
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ","its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ",0.9928668141365051,0.9928668141365051,1,1,0,1,"Skipped"
"travels a [[fascinating]] arc from hope and euphoria to reality and disillusionment . ","travels a [[slow]] arc from hope and euphoria to reality and disillusionment . ",0.01390451192855835,0.8529277443885803,1,0,1,51,"Successful"
"serving sara does n't [[serve]] up a whole lot of laughs . ","serving sara does n't [[brings]] up a whole lot of laughs . ",0.11619561910629272,0.9987722039222717,0,1,0,58,"Successful"
"the sort of film that [[makes]] me miss hitchcock , but also feel optimistic that there 's hope for [[popular]] cinema yet . ","the sort of film that [[seems]] me miss hitchcock , but also feel optimistic that there 's hope for [[serious]] cinema yet . ",0.0302962064743042,0.5021971464157104,1,0,1,68,"Successful"
"fun , flip and terribly hip bit of cinematic [[entertainment]] . ","fun , flip and terribly hip bit of cinematic [[exploitation]] . ",0.004595756530761719,0.6052786111831665,1,0,1,57,"Successful"
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and [[laser-beam]] eyes , which unfortunately do n't enable them to discern flimsy screenplays . ","the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and [[amazing]] eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0.15684795379638672,0.9046143293380737,0,1,0,48,"Successful"
"the [[wild]] thornberrys movie is a jolly surprise . ","the [[wicked]] thornberrys movie is a jolly surprise . ",0.023738384246826172,0.838083028793335,1,0,1,38,"Successful"
"entertains by [[providing]] [[good]] , lively company . ","entertains by [[having]] [[close]] , lively company . ",0.00046432018280029297,0.7028077840805054,1,0,1,54,"Successful"
"a densely constructed , highly referential film , and an audacious return to [[form]] that can comfortably sit among jean-luc godard 's finest work . ","a densely constructed , highly referential film , and an audacious return to [[time]] that can comfortably sit among jean-luc godard 's finest work . ",5.4955482482910156e-05,0.00016641616821289062,1,1,1,18,"Failed"
"what was once original has been co-opted so frequently that it now seems pedestrian . ","what was once original has been co-opted so frequently that it now seems pedestrian . ",0.9966768622398376,0.9966768622398376,1,1,0,1,"Skipped"
"the story and [[structure]] are well-honed . ","the story and [[plots]] are well-honed . ",0.07790011167526245,0.9981906414031982,1,0,1,52,"Successful"
"macdowell , whose wifty southern charm has anchored lighter affairs ... [[brings]] an [[absolutely]] riveting conviction to her role . ","macdowell , whose wifty southern charm has anchored lighter affairs ... [[applies]] an [[surprisingly]] riveting conviction to her role . ",4.0411949157714844e-05,0.0019652247428894043,1,1,1,74,"Failed"
"an [[intriguing]] cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ","an [[entertaining]] cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ",0.00012314319610595703,0.0003104209899902344,1,1,1,15,"Failed"
"the second coming of harry potter is a film far superior to its predecessor . ","the second coming of harry potter is a film far superior to its predecessor . ",0.9859026074409485,0.9859026074409485,0,0,1,1,"Skipped"
"if you can stomach the rough content , it 's worth checking out for the performances alone . ","if you can stomach the rough content , it 's worth checking out for the performances alone . ",0.9906826019287109,0.9906826019287109,0,0,1,1,"Skipped"
"a [[warm]] , [[funny]] , engaging film . ","a [[short]] , [[slow]] , engaging film . ",0.00040978193283081055,0.9469939470291138,1,0,1,82,"Successful"
"i 'll bet the video game is a lot more fun than the film . ","i 'll bet the video game is a lot more fun than the film . ",0.9874918460845947,0.9874918460845947,1,1,0,1,"Skipped"
"the best film about baseball to hit theaters since field of dreams . ","the best film about baseball to hit theaters since field of dreams . ",0.9362725615501404,0.9362725615501404,0,0,1,1,"Skipped"
"it is great summer [[fun]] to [[watch]] arnold and his buddy gerald bounce off a quirky cast of characters . ","it is great summer [[day]] to [[watching]] arnold and his buddy gerald bounce off a quirky cast of characters . ",0.0019801855087280273,0.02876412868499756,1,1,1,34,"Failed"
"complete lack of originality , cleverness or even visible effort ","complete lack of originality , cleverness or even visible effort ",0.9968166947364807,0.9968166947364807,1,1,0,1,"Skipped"
"awesome creatures , breathtaking scenery , and epic [[battle]] scenes add up to another ` [[spectacular]] spectacle . ' ","awesome creatures , breathtaking scenery , and epic [[war]] scenes add up to another ` [[fabulous]] spectacle . ' ",0.017274916172027588,0.05336809158325195,1,1,1,29,"Failed"
"all-in-all , the film is an [[enjoyable]] and frankly told tale of a people who live among [[us]] , but not necessarily with us . ","all-in-all , the film is an [[entertaining]] and frankly told tale of a people who live among [[it]] , but not necessarily with us . ",0.0001163482666015625,0.005735456943511963,1,1,1,16,"Failed"
"hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ","hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ",0.9887154698371887,0.9887154698371887,1,1,0,1,"Skipped"
"too much of it feels [[unfocused]] and underdeveloped . ","too much of it feels [[strange]] and underdeveloped . ",0.0006006956100463867,0.9966384768486023,0,1,0,37,"Successful"
"a deep and [[meaningful]] film . ","a deep and [[violent]] film . ",1.6570091247558594e-05,0.9963048696517944,1,0,1,53,"Successful"
"but it could have been [[worse]] . ","but it could have been [[fun]] . ",0.0002548098564147949,0.9981024861335754,0,1,0,21,"Successful"
"that 's pure pr hype . ","that 's pure pr hype . ",0.9913468956947327,0.9913468956947327,1,1,0,1,"Skipped"
"a painfully funny ode to bad behavior . ","a painfully funny ode to bad behavior . ",0.998746395111084,0.998746395111084,0,0,1,1,"Skipped"
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ","you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",0.7701975107192993,0.7701975107192993,0,0,1,1,"Skipped"
"liotta put on 30 pounds for the role , and has completely [[transformed]] himself from his smooth , goodfellas image . ","liotta put on 30 pounds for the role , and has completely [[differentiated]] himself from his smooth , goodfellas image . ",3.612041473388672e-05,0.00021392107009887695,1,1,1,35,"Failed"
"a beguiling splash of pastel [[colors]] and prankish comedy from disney . ","a beguiling splash of pastel [[pink]] and prankish comedy from disney . ",0.00027245283126831055,0.6580797433853149,1,0,1,56,"Successful"
"it proves quite [[compelling]] as an [[intense]] , brooding character study . ","it proves quite [[problematic]] as an [[awkward]] , brooding character study . ",0.014111101627349854,0.8776227235794067,1,0,1,81,"Successful"
"an unwise amalgam of broadcast news and vibes . ","an unwise amalgam of broadcast news and vibes . ",0.9988684058189392,0.9988684058189392,1,1,0,1,"Skipped"
"[[utterly]] lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ","[[entirely]] lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0.10549062490463257,0.6898525953292847,0,1,0,45,"Successful"
"and that leaves a hole in the center of the salton sea . ","and that leaves a hole in the center of the salton sea . ",0.9977574944496155,0.9977574944496155,1,1,0,1,"Skipped"
"the chateau cleverly probes the cross-cultural differences between [[gauls]] and yanks . ","the chateau cleverly probes the cross-cultural differences between [[outsiders]] and yanks . ",0.22426307201385498,0.9353669285774231,1,0,1,50,"Successful"
"broomfield turns his distinctive ` blundering ' style into something that could [[really]] [[help]] clear up the case . ","broomfield turns his distinctive ` blundering ' style into something that could [[maybe]] [[helps]] clear up the case . ",0.003263533115386963,0.01216036081314087,1,1,1,27,"Failed"
"a [[pleasant]] enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a [[decent]] enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",0.025155842304229736,0.7094283699989319,1,0,1,50,"Successful"
"what really [[makes]] it special is that it [[pulls]] us into its world , gives us a hero [[whose]] suffering and triumphs we can share , surrounds him with interesting characters and [[sends]] us out of the theater feeling we 've [[shared]] a great adventure . ","what really [[pulls]] it special is that it [[gets]] us into its world , gives us a hero [[his]] suffering and triumphs we can share , surrounds him with interesting characters and [[forces]] us out of the theater feeling we 've [[played]] a great adventure . ",0.0011850595474243164,0.3818489909172058,1,1,1,101,"Failed"
